date,cancel_public_events,school_closing,restrictions_on_gathering,close_public_transport,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt/contract_relief,public_information_campaigns,testing_policy,contact_tracing,facial_coverings,vaccination_policy,protection_of_elderly_people,total_cases,new_cases,total_deaths,new_deaths,workplace_closing,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
2020-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,164.0,46.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,203.0,39.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,251.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,316.0,65.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-23,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,367.0,51.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-24,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,405.0,38.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-25,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,475.0,70.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-26,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,585.0,110.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0
2020-03-27,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,717.0,132.0,12.0,4.0,3.0,0.0,0.0,0.0,0.0
2020-03-28,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,848.0,131.0,16.0,4.0,3.0,0.0,0.0,0.0,0.0
2020-03-29,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,993.0,145.0,20.0,4.0,3.0,0.0,0.0,0.0,0.0
2020-03-30,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1094.0,101.0,28.0,8.0,3.0,0.0,0.0,0.0,0.0
2020-03-31,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1215.0,121.0,29.0,1.0,3.0,0.0,0.0,0.0,0.0
2020-04-01,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1378.0,163.0,37.0,8.0,3.0,0.0,0.0,0.0,0.0
2020-04-02,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1510.0,132.0,50.0,13.0,3.0,0.0,0.0,0.0,0.0
2020-04-03,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1688.0,178.0,60.0,10.0,3.0,0.0,0.0,0.0,0.0
2020-04-04,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1890.0,202.0,79.0,19.0,3.0,0.0,0.0,0.0,0.0
2020-04-05,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2143.0,253.0,94.0,15.0,3.0,0.0,0.0,0.0,0.0
2020-04-06,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2439.0,296.0,125.0,31.0,3.0,0.0,0.0,0.0,0.0
2020-04-07,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2785.0,346.0,141.0,16.0,3.0,0.0,0.0,0.0,0.0
2020-04-08,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,3181.0,396.0,174.0,33.0,3.0,0.0,0.0,0.0,0.0
2020-04-09,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,3441.0,260.0,194.0,20.0,3.0,0.0,0.0,0.0,0.0
2020-04-10,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,3844.0,403.0,233.0,39.0,3.0,0.0,0.0,0.0,0.0
2020-04-11,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,4219.0,375.0,273.0,40.0,3.0,0.0,0.0,0.0,0.0
2020-04-12,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,4661.0,442.0,296.0,23.0,3.0,0.0,0.0,0.0,0.0
2020-04-13,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,5014.0,353.0,332.0,36.0,3.0,0.0,0.0,0.0,0.0
2020-04-14,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,5399.0,385.0,406.0,74.0,3.0,0.0,0.0,0.0,0.0
2020-04-15,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,5847.0,448.0,449.0,43.0,3.0,0.0,0.0,0.0,0.0
2020-04-16,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,6297.0,450.0,486.0,37.0,3.0,0.0,0.0,0.0,0.0
2020-04-17,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,6875.0,578.0,546.0,60.0,3.0,0.0,0.0,0.0,0.0
2020-04-18,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,7497.0,622.0,650.0,104.0,3.0,0.0,0.0,0.0,0.0
2020-04-19,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,8261.0,764.0,686.0,36.0,3.0,0.0,0.0,0.0,0.0
2020-04-20,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,8772.0,511.0,712.0,26.0,3.0,0.0,0.0,0.0,0.0
2020-04-21,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,9501.0,729.0,857.0,145.0,3.0,0.0,0.0,0.0,0.0
2020-04-22,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,10544.0,1043.0,970.0,113.0,3.0,0.0,0.0,0.0,0.0
2020-04-23,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,11633.0,1089.0,1069.0,99.0,3.0,0.0,0.0,0.0,0.0
2020-04-24,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,12872.0,1239.0,1221.0,152.0,3.0,0.0,0.0,0.0,0.0
2020-04-25,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,13842.0,970.0,1305.0,84.0,3.0,0.0,0.0,0.0,0.0
2020-04-26,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,14677.0,835.0,1351.0,46.0,3.0,0.0,0.0,0.0,0.0
2020-04-27,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,15529.0,852.0,1434.0,83.0,3.0,0.0,0.0,0.0,0.0
2020-04-28,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,16752.0,1223.0,1569.0,135.0,3.0,0.0,0.0,0.0,0.0
2020-04-29,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,17799.0,1047.0,1732.0,163.0,3.0,0.0,0.0,0.0,0.0
2020-04-30,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,19224.0,1425.0,1859.0,127.0,3.0,0.0,0.0,0.0,0.0
2020-05-01,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,20739.0,1515.0,1972.0,113.0,3.0,0.0,0.0,0.0,0.0
2020-05-02,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,22088.0,1349.0,2061.0,89.0,3.0,0.0,0.0,0.0,0.0
2020-05-03,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,23471.0,1383.0,2154.0,93.0,3.0,0.0,0.0,0.0,0.0
2020-05-04,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,24905.0,1434.0,2271.0,117.0,3.0,0.0,0.0,0.0,0.0
2020-05-05,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,26025.0,1120.0,2507.0,236.0,3.0,0.0,0.0,0.0,0.0
