date,cancel_public_events,school_closing,restrictions_on_gathering,close_public_transport,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt/contract_relief,public_information_campaigns,testing_policy,contact_tracing,facial_coverings,vaccination_policy,protection_of_elderly_people,total_cases,new_cases,total_deaths,new_deaths,workplace_closing,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
2020-04-09,2.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,0.0,3.0,6725.0,809.0,226.0,48.0,3.0,0.0,0.0,0.0,0.0
2020-04-10,2.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,0.0,3.0,7598.0,873.0,246.0,20.0,3.0,0.0,0.0,0.0,0.0
2020-04-11,2.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,0.0,3.0,8446.0,848.0,288.0,42.0,3.0,0.0,0.0,0.0,0.0
2020-04-12,2.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,0.0,3.0,9205.0,759.0,331.0,43.0,3.0,0.0,0.0,0.0,0.0
2020-04-13,2.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,0.0,3.0,10453.0,1248.0,358.0,27.0,3.0,0.0,0.0,0.0,0.0
2020-04-14,2.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,0.0,3.0,11487.0,1034.0,393.0,35.0,3.0,0.0,0.0,0.0,0.0
2020-04-15,2.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,0.0,3.0,12322.0,835.0,405.0,12.0,3.0,0.0,0.0,0.0,0.0
2020-04-16,2.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,0.0,3.0,13430.0,1108.0,448.0,43.0,3.0,0.0,0.0,0.0,0.0
2020-04-17,2.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,0.0,3.0,14352.0,922.0,486.0,38.0,3.0,0.0,0.0,0.0,0.0
2020-04-18,2.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,0.0,3.0,15722.0,1370.0,521.0,35.0,3.0,0.0,0.0,0.0,0.0
2020-04-19,2.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,0.0,3.0,17615.0,1893.0,559.0,38.0,3.0,0.0,0.0,0.0,0.0
2020-04-20,2.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,0.0,3.0,18539.0,924.0,592.0,33.0,2.0,0.0,0.0,0.0,0.0
2020-04-21,2.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,0.0,3.0,20080.0,1541.0,645.0,53.0,2.0,0.0,0.0,0.0,0.0
2020-04-22,2.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,0.0,3.0,21370.0,1290.0,681.0,36.0,2.0,0.0,0.0,0.0,0.0
