date,containment_and_health,stringency,economics_sup,total_cases,new_cases,total_deaths,new_deaths,gov_response,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
2020-08-15,0.11832373907786604,0.13900668723924328,0.12132977432661979,77869.0,756.0,9935.0,11.0,0.11588021274755854,0.0,0.0,0.0,0.0
2020-08-16,0.11832373907786604,0.13900668723924328,0.12132977432661979,78323.0,454.0,9939.0,4.0,0.11588021274755854,0.0,0.0,0.0,0.0
2020-08-17,0.11832373907786604,0.13900668723924328,0.12132977432661979,78534.0,211.0,9944.0,5.0,0.11588021274755854,0.0,0.0,0.0,0.0
2020-08-18,0.11832373907786604,0.13900668723924328,0.12132977432661979,78897.0,363.0,9959.0,15.0,0.11588021274755854,0.0,0.0,0.0,0.0
2020-08-19,0.11832373907786604,0.13900668723924328,0.12132977432661979,79479.0,582.0,9969.0,10.0,0.11588021274755854,0.0,0.0,0.0,0.0
2020-08-20,0.11832373907786604,0.13900668723924328,0.12132977432661979,80178.0,699.0,9976.0,7.0,0.11588021274755854,0.0,0.0,0.0,0.0
2020-08-21,0.11832373907786604,0.13900668723924328,0.12132977432661979,80894.0,716.0,9985.0,9.0,0.11588021274755854,0.0,0.0,0.0,0.0
2020-08-22,0.11832373907786604,0.13900668723924328,0.12132977432661979,81468.0,574.0,9988.0,3.0,0.11588021274755854,0.0,0.0,0.0,0.0
2020-08-23,0.11832373907786604,0.13900668723924328,0.12132977432661979,81936.0,468.0,9992.0,4.0,0.11588021274755854,0.0,0.0,0.0,0.0
2020-08-24,0.11832373907786604,0.13900668723924328,0.12132977432661979,82092.0,156.0,9996.0,4.0,0.11588021274755854,0.0,0.0,0.0,0.0
2020-08-25,0.11832373907786604,0.13900668723924328,0.12132977432661979,82447.0,355.0,9996.0,0.0,0.11588021274755854,0.0,0.0,0.0,0.0
2020-08-26,0.11832373907786604,0.13900668723924328,0.12132977432661979,83030.0,583.0,9879.0,0.0,0.11588021274755854,0.0,0.0,0.0,0.0
2020-08-27,0.11122670029244969,0.12578043806767122,0.12132977432661979,83500.0,470.0,9884.0,5.0,0.10982503635524038,0.0,0.0,0.0,0.0
2020-08-28,0.11122670029244969,0.12578043806767122,0.12132977432661979,83952.0,452.0,9886.0,2.0,0.10982503635524038,0.0,0.0,0.0,0.0
2020-08-29,0.11122670029244969,0.12578043806767122,0.12132977432661979,84599.0,647.0,9891.0,5.0,0.10982503635524038,0.0,0.0,0.0,0.0
