date,containment_and_health,stringency,economics_sup,total_cases,new_cases,total_deaths,new_deaths,gov_response,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred
2020-02-11,429.64,181.54999999999998,0.0,26.0,2.0,1.0,0.0,376.03,,,
2020-02-12,429.64,181.54999999999998,0.0,26.0,0.0,1.0,0.0,376.03,,,
2020-02-13,429.64,181.54999999999998,0.0,28.0,2.0,1.0,0.0,376.03,,,
2020-02-14,429.64,181.54999999999998,0.0,28.0,0.0,1.0,0.0,376.03,,,
2020-02-15,429.64,181.54999999999998,0.0,28.0,0.0,1.0,0.0,376.03,,,
2020-02-16,429.64,181.54999999999998,0.0,28.0,0.0,1.0,0.0,376.03,,,
2020-02-17,429.64,181.54999999999998,0.0,29.0,1.0,1.0,0.0,376.03,,,
2020-02-18,429.64,181.54999999999998,0.0,30.0,1.0,1.0,0.0,376.03,,,
2020-02-19,429.64,181.54999999999998,0.0,30.0,0.0,1.0,0.0,376.03,,,
2020-02-20,429.64,181.54999999999998,0.0,30.0,0.0,1.0,0.0,376.03,,,
2020-02-21,433.22,187.1,0.0,32.0,2.0,1.0,0.0,379.16,,,
2020-02-22,433.22,187.1,0.0,32.0,0.0,1.0,0.0,379.16,,,
2020-02-23,433.22,187.1,0.0,32.0,0.0,1.0,0.0,379.16,,,
2020-02-24,436.79,192.66,0.0,33.0,1.0,1.0,0.0,382.28,,,
2020-02-25,445.72,206.54999999999998,0.0,34.0,1.0,1.0,0.0,390.09000000000003,,,
2020-02-26,462.40999999999997,228.76,0.0,35.0,1.0,1.0,0.0,404.69,,,
2020-02-27,480.29,256.53,0.0,36.0,1.0,1.0,0.0,420.32,,,
2020-02-28,493.38,273.21,0.0,36.0,0.0,1.0,0.0,431.77,,,
2020-02-29,504.11,278.77,0.0,51.0,15.0,3.0,2.0,441.15000000000003,,,
2020-03-01,519.0,298.21,0.0,71.0,20.0,3.0,0.0,454.17,,,
2020-03-02,732.12,731.4100000000001,0.0,112.0,41.0,13.0,10.0,640.63,,,
2020-03-03,745.21,736.97,0.0,153.0,41.0,15.0,2.0,652.1,,,
2020-03-04,776.75,771.22,25.0,220.0,67.0,23.0,8.0,682.86,,,
2020-03-05,807.69,813.7900000000001,37.5,368.0,148.0,25.0,2.0,711.51,,,
2020-03-06,817.21,813.7900000000001,62.5,484.0,116.0,29.0,4.0,722.98,,,
2020-03-07,839.8199999999999,834.1600000000001,62.5,820.0,336.0,35.0,6.0,742.78,,,
2020-03-08,845.18,842.5,62.5,1057.0,237.0,43.0,8.0,747.47,,,
2020-03-09,881.49,871.22,100.0,1224.0,167.0,46.0,3.0,783.92,,,
2020-03-10,916.32,899.01,150.0,1579.0,355.0,57.0,11.0,820.63,,,
2020-03-11,985.97,996.24,150.0,2303.0,724.0,67.0,10.0,881.54,,,
2020-03-12,1280.28,1393.98,212.5,3182.0,879.0,88.0,21.0,1146.89,,,
2020-03-13,1615.51,1731.95,487.5,4441.0,1259.0,103.0,15.0,1474.48,,,
2020-03-14,1647.69,1759.73,487.5,5930.0,1489.0,119.0,16.0,1502.6,,,
2020-03-15,1769.12,1924.56,487.5,6446.0,516.0,142.0,23.0,1608.83,,,
2020-03-16,2212.83,2600.01,825.0,9317.0,2871.0,194.0,52.0,2039.34,,,
2020-03-17,2364.59,2824.99,1225.0,12884.0,3567.0,267.0,73.0,2222.13,,,
2020-03-18,2415.76,2900.9,1362.5,18245.0,5361.0,392.0,125.0,2284.1,,,
2020-03-19,2506.84,3025.9,1512.5,27237.0,8992.0,538.0,146.0,2382.52,,,
2020-03-20,2555.35,3092.12,1637.5,39991.0,12754.0,749.0,211.0,2440.6,,,
2020-03-21,2605.66,3162.98,1662.5,51967.0,11976.0,955.0,206.0,2487.73,,,
2020-03-22,2630.66,3194.46,1737.5,69753.0,17786.0,1203.0,248.0,2519.0,,,
2020-03-23,2776.2,3400.47,1825.0,92048.0,22295.0,1576.0,373.0,2657.32,,,
2020-03-24,2896.15,3568.53,1850.0,113263.0,21215.0,2062.0,486.0,2765.37,,,
2020-03-25,2991.97,3706.48,1900.0,137500.0,24237.0,2728.0,666.0,2855.47,,,
2020-03-26,3016.09,3740.29,2000.0,173121.0,35621.0,3562.0,834.0,2889.05,,,
2020-03-27,3065.5099999999998,3813.43,3812.5,210280.0,37159.0,4603.0,1041.0,3158.82,,,
2020-03-28,3091.1,3853.25,3812.5,254505.0,44225.0,6029.0,1426.0,3181.23,,,
2020-03-29,3096.45,3861.58,3812.5,286730.0,32225.0,7139.0,1110.0,3185.92,,,
2020-03-30,3153.6,3946.7799999999997,3837.5,330980.0,44250.0,8550.0,1411.0,3239.04,,,
2020-03-31,3173.83,3969.0,3862.5,383666.0,52686.0,10705.0,2155.0,3259.86,,,
2020-04-01,3208.96,4015.7599999999998,3862.5,454889.0,71223.0,13968.0,3263.0,3290.6,,,
2020-04-02,3229.19,4035.66,3887.5,519377.0,64488.0,17051.0,3083.0,3311.44,,,
2020-04-03,3282.44,4097.71,3887.5,584212.0,64835.0,19909.0,2858.0,3358.05,,,
2020-04-04,3362.47,4104.19,3887.5,647562.0,63350.0,23145.0,3236.0,3428.1,,,
2020-04-05,3364.85,4104.19,3887.5,705445.0,57883.0,26403.0,3258.0,3430.2000000000003,,,
2020-04-06,3385.7,4123.64,3887.5,769391.0,63946.0,29928.0,3525.0,3448.43,,,
2020-04-07,3386.0,4125.5,3887.5,829623.0,60232.0,35138.0,5210.0,3448.7,,,
2020-04-08,3389.86,4127.34,3887.5,892064.0,62441.0,39440.0,4302.0,3452.1,,,
2020-04-09,3403.55,4138.45,3912.5,963504.0,71440.0,43943.0,4503.0,3467.2,,,
2020-04-10,3404.44,4138.45,3912.5,1032069.0,68565.0,48308.0,4365.0,3467.98,,,
2020-04-11,3409.8,4146.79,3912.5,1089895.0,57826.0,52544.0,4236.0,3472.66,,,
2020-04-12,3408.91,4138.46,3912.5,1141882.0,51987.0,56336.0,3792.0,3471.89,,,
2020-04-13,3416.95,4144.0199999999995,3912.5,1196367.0,54485.0,60337.0,4001.0,3478.94,,,
2020-04-14,3421.12,4144.0199999999995,3912.5,1253346.0,56979.0,65299.0,4962.0,3482.58,,,
2020-04-15,3431.24,4144.0199999999995,3887.5,1305719.0,52373.0,70516.0,5217.0,3488.3,,,
2020-04-16,3441.07,4144.0199999999995,3887.5,1364931.0,59212.0,74893.0,4377.0,3496.89,,,
2020-04-17,3445.53,4134.7699999999995,3887.5,1431236.0,66305.0,79098.0,4205.0,3500.8,,,
2020-04-18,3447.31,4134.7699999999995,3887.5,1485796.0,54560.0,82976.0,3878.0,3502.37,,,
2020-04-19,3449.69,4134.7699999999995,3887.5,1536164.0,50368.0,86930.0,3954.0,3504.45,,,
2020-04-20,3451.17,4123.64,3887.5,1597049.0,60885.0,91474.0,4544.0,3505.7400000000002,,,
2020-04-21,3461.89,4127.35,3887.5,1649267.0,52218.0,96402.0,4928.0,3515.11,,,
2020-04-22,3472.6,4127.35,3912.5,1709204.0,59937.0,101333.0,4931.0,3527.61,,,
2020-04-23,3474.99,4127.35,3912.5,1773323.0,64119.0,106180.0,4847.0,3529.69,,,
2020-04-24,3449.7,4087.99,3912.5,1836271.0,62948.0,110300.0,4120.0,3507.55,,,
2020-04-25,3454.46,4086.14,3912.5,1897855.0,61584.0,113772.0,3472.0,3511.73,,,
2020-04-26,3459.2200000000003,4086.14,3912.5,1949570.0,51715.0,116600.0,2828.0,3515.91,,,
2020-04-27,3451.77,4078.72,3912.5,1999044.0,49474.0,119572.0,2972.0,3509.39,,,
2020-04-28,3457.12,4058.35,3912.5,2048095.0,49051.0,124034.0,4462.0,3514.09,,,
2020-04-29,3463.08,4054.65,3912.5,2101687.0,53592.0,128782.0,4748.0,3519.3,,,
2020-04-30,3455.35,4042.61,3912.5,2160752.0,59065.0,133160.0,4378.0,3512.53,,,
2020-05-01,3433.6,3995.4,3937.5,2230443.0,69691.0,136918.0,3758.0,3496.62,,,
2020-05-02,3433.6,3991.69,3937.5,2283650.0,53207.0,140403.0,3485.0,3496.62,,,
2020-05-03,3433.6,3991.69,3937.5,2330843.0,47193.0,142807.0,2404.0,3496.62,,,
2020-05-04,3413.37,3937.9900000000002,3937.5,2378868.0,48025.0,145547.0,2740.0,3478.92,,,
2020-05-05,3409.49,3929.21,3937.5,2426968.0,48100.0,149903.0,4356.0,3475.52,,,
2020-05-06,3411.56,3919.96,3937.5,2475750.0,48782.0,154545.0,4642.0,3477.35,,,
2020-05-07,3412.75,3918.11,3962.5,2530994.0,55244.0,158354.0,3809.0,3481.5099999999998,,,
2020-05-08,3394.59,3879.65,3962.5,2585248.0,54254.0,161887.0,3533.0,3465.63,,,
2020-05-09,3389.84,3869.4500000000003,3962.5,2633533.0,48285.0,164828.0,2941.0,3461.47,,,
2020-05-10,3392.22,3869.4500000000003,3962.5,2670911.0,37378.0,166827.0,1999.0,3463.55,,,
2020-05-11,3386.25,3850.91,3962.5,2709413.0,38502.0,168876.0,2049.0,3458.34,,,
2020-05-12,3398.75,3851.84,3962.5,2756369.0,46956.0,172058.0,3182.0,3469.28,,,
2020-05-13,3401.44,3839.34,3962.5,2796503.0,40134.0,175447.0,3389.0,3471.64,,,
2020-05-14,3398.16,3832.86,3987.5,2848252.0,51749.0,178983.0,3536.0,3471.9,,,
2020-05-15,3385.67,3793.03,3962.5,2897892.0,49640.0,182234.0,3251.0,3457.82,,,
2020-05-16,3375.55,3770.8,3962.5,2945636.0,47744.0,184572.0,2338.0,3448.96,,,
2020-05-17,3374.36,3765.25,3962.5,2982857.0,37221.0,186201.0,1629.0,3447.92,,,
2020-05-18,3377.65,3749.95,3962.5,3027593.0,44736.0,188644.0,2443.0,3450.76,,,
2020-05-19,3377.64,3744.39,3962.5,3068679.0,41086.0,191500.0,2856.0,3450.76,,,
2020-05-20,3372.88,3733.28,3962.5,3114356.0,45677.0,194439.0,2939.0,3446.59,,,
2020-05-21,3365.15,3717.55,3962.5,3164526.0,50170.0,196802.0,2363.0,3439.82,,,
2020-05-22,3355.32,3695.33,3962.5,3212181.0,47655.0,199210.0,2408.0,3431.23,,,
2020-05-23,3355.32,3695.33,3962.5,3251943.0,39762.0,201365.0,2155.0,3431.23,,,
2020-05-24,3355.32,3695.33,3962.5,3292166.0,40223.0,202643.0,1278.0,3431.23,,,
2020-05-25,3355.32,3695.33,3937.5,3330504.0,38338.0,203841.0,1198.0,3428.11,,,
2020-05-26,3356.22,3687.9300000000003,3937.5,3367886.0,37382.0,205147.0,1306.0,3428.9,,,
2020-05-27,3354.45,3685.15,3912.5,3405473.0,37587.0,208051.0,2904.0,3424.21,,,
2020-05-28,3355.05,3682.37,3887.5,3447708.0,42235.0,210181.0,2130.0,3421.6,,,
2020-05-29,3343.14,3648.11,3912.5,3497244.0,49536.0,212398.0,2217.0,3414.3,,,
2020-05-30,3330.34,3628.22,3912.5,3542673.0,45429.0,214293.0,1895.0,3403.11,,,
2020-05-31,3326.18,3621.7400000000002,3912.5,3580203.0,37530.0,215536.0,1243.0,3399.46,,,
2020-06-01,3258.92,3510.63,3887.5,3615909.0,35706.0,217070.0,1534.0,3337.48,,,
2020-06-02,3258.92,3510.63,3887.5,3656028.0,40119.0,219010.0,1940.0,3337.48,,,
2020-06-03,3254.16,3503.22,3887.5,3694187.0,38159.0,221008.0,1998.0,3333.32,,,
2020-06-04,3248.5,3490.24,3912.5,3749788.0,55601.0,223004.0,1996.0,3331.51,,,
2020-06-05,3236.0,3461.54,3912.5,3802452.0,52664.0,224743.0,1739.0,3320.56,,,
2020-06-06,3236.6,3458.7599999999998,3912.5,3842734.0,40282.0,226018.0,1275.0,3321.08,,,
2020-06-07,3234.82,3455.98,3912.5,3878345.0,35611.0,226938.0,920.0,3319.51,,,
2020-06-08,3214.59,3428.22,3912.5,3912169.0,33824.0,227942.0,1004.0,3301.8,,,
2020-06-09,3208.34,3417.11,3912.5,3952844.0,40675.0,229760.0,1818.0,3296.33,,,
2020-06-10,3202.98,3408.78,3912.5,3996382.0,43538.0,231475.0,1715.0,3291.64,,,
2020-06-11,3191.66,3387.48,3912.5,4040996.0,44614.0,233096.0,1621.0,3281.75,,,
2020-06-12,3180.36,3373.59,3912.5,4092082.0,51086.0,234740.0,1644.0,3271.85,,,
2020-06-13,3175.01,3365.25,3912.5,4140339.0,48257.0,236152.0,1412.0,3267.16,,,
2020-06-14,3175.01,3365.25,3912.5,4178228.0,37889.0,236847.0,695.0,3267.16,,,
2020-06-15,3143.44,3316.18,3887.5,4220462.0,42234.0,237643.0,796.0,3236.43,,,
2020-06-16,3125.29,3291.18,3887.5,4269729.0,49267.0,239195.0,1552.0,3220.55,,,
2020-06-17,3122.02,3286.09,3887.5,4323883.0,54154.0,240677.0,1482.0,3217.68,,,
2020-06-18,3118.16,3278.68,3887.5,4380449.0,56566.0,242071.0,1394.0,3214.29,,,
2020-06-19,3118.4700000000003,3279.61,3887.5,4442422.0,61973.0,243333.0,1262.0,3214.56,,,
2020-06-20,3108.95,3264.79,3887.5,4506076.0,63654.0,244459.0,1126.0,3206.23,,,
2020-06-21,3106.57,3264.79,3887.5,4557755.0,51679.0,245095.0,636.0,3204.15,,,
2020-06-22,3099.12,3251.85,3887.5,4617752.0,59997.0,245853.0,758.0,3197.63,,,
2020-06-23,3106.56,3262.03,3887.5,4695507.0,77755.0,247315.0,1462.0,3204.14,,,
2020-06-24,3118.17,3268.98,3887.5,4768123.0,72616.0,248823.0,1508.0,3214.31,,,
2020-06-25,3122.33,3279.16,3887.5,4846836.0,78713.0,249923.0,1100.0,3217.96,,,
2020-06-26,3119.36,3258.79,3887.5,4944999.0,98163.0,251181.0,1258.0,3215.33,,,
2020-06-27,3118.48,3256.02,3887.5,5026668.0,81669.0,252178.0,997.0,3214.55,,,
2020-06-28,3113.12,3247.68,3912.5,5112484.0,85816.0,252823.0,645.0,3212.98,,,
2020-06-29,3096.4700000000003,3217.58,3887.5,5195580.0,83096.0,253565.0,742.0,3195.29,,,
2020-06-30,3098.56,3219.43,3887.5,5295599.0,100019.0,254663.0,1098.0,3197.11,,,
2020-07-01,3084.58,3200.93,3812.5,5394236.0,98637.0,256065.0,1402.0,3175.5,,,
2020-07-02,3080.41,3193.06,3812.5,5504411.0,110175.0,257549.0,1484.0,3171.85,,,
2020-07-03,3080.7200000000003,3185.19,3812.5,5607748.0,103337.0,258908.0,1359.0,3172.12,,,
2020-07-04,3078.93,3182.41,3812.5,5699805.0,92057.0,259521.0,613.0,3170.56,,,
2020-07-05,3078.93,3182.41,3812.5,5807794.0,107989.0,260167.0,646.0,3170.56,,,
2020-07-06,3072.96,3173.16,3812.5,5894767.0,86973.0,260937.0,770.0,3165.35,,,
2020-07-07,3081.28,3173.16,3812.5,6009635.0,114868.0,263223.0,2286.0,3172.64,,,
2020-07-08,3086.34,3173.16,3812.5,6130567.0,120932.0,264905.0,1682.0,3177.08,,,
2020-07-09,3086.34,3173.16,3812.5,6250125.0,119558.0,266977.0,2072.0,3177.08,,,
2020-07-10,3088.44,3170.84,3812.5,6387541.0,137416.0,268585.0,1608.0,3178.9,,,
2020-07-11,3091.71,3170.84,3812.5,6508415.0,120874.0,270081.0,1496.0,3181.76,,,
2020-07-12,3091.71,3170.84,3812.5,6628761.0,120346.0,271031.0,950.0,3181.76,,,
2020-07-13,3092.6,3170.84,3812.5,6747882.0,119121.0,271923.0,892.0,3182.54,,,
2020-07-14,3098.55,3175.0,3812.5,6879373.0,131491.0,273709.0,1786.0,3187.75,,,
2020-07-15,3098.55,3181.01,3812.5,7011979.0,132606.0,275633.0,1924.0,3187.76,,,
2020-07-16,3113.13,3188.88,3812.5,7153526.0,141547.0,277578.0,1945.0,3200.54,,,
2020-07-17,3121.48,3190.72,3812.5,7286046.0,132520.0,279415.0,1837.0,3207.83,,,
2020-07-18,3119.7000000000003,3187.94,3812.5,7414422.0,128376.0,281192.0,1777.0,3206.26,,,
2020-07-19,3114.9300000000003,3187.94,3812.5,7532060.0,117638.0,282158.0,966.0,3202.09,,,
2020-07-20,3115.2200000000003,3187.01,3812.5,7653615.0,121555.0,283220.0,1062.0,3202.35,,,
2020-07-21,3122.35,3189.79,3812.5,7790003.0,136388.0,285412.0,2192.0,3208.6,,,
2020-07-22,3131.57,3187.93,3812.5,7924844.0,134841.0,287850.0,2438.0,3216.67,,,
2020-07-23,3135.44,3190.71,3812.5,8060222.0,135378.0,289997.0,2147.0,3220.06,,,
2020-07-24,3144.37,3195.34,3812.5,8210037.0,149815.0,292180.0,2183.0,3227.86,,,
2020-07-25,3144.37,3195.34,3562.5,8337255.0,127218.0,294106.0,1926.0,3196.6,,,
2020-07-26,3144.37,3195.34,3537.5,8448328.0,111073.0,295184.0,1078.0,3193.4700000000003,,,
2020-07-27,3144.36,3195.34,3537.5,8568217.0,119889.0,297402.0,2218.0,3193.46,,,
2020-07-28,3146.7400000000002,3199.04,3537.5,8697127.0,128910.0,299818.0,2416.0,3195.55,,,
2020-07-29,3144.36,3191.63,3537.5,8825211.0,128084.0,302683.0,2865.0,3193.46,,,
2020-07-30,3144.36,3191.63,3562.5,8963393.0,138182.0,305270.0,2587.0,3196.59,,,
2020-07-31,3158.03,3210.14,2437.5,9092287.0,128894.0,307609.0,2339.0,3067.96,,,
2020-08-01,3160.41,3211.07,2437.5,9206541.0,114254.0,309833.0,2224.0,3070.04,,,
2020-08-02,3162.79,3214.78,2437.5,9300050.0,93509.0,310752.0,919.0,3072.13,,,
2020-08-03,3173.51,3231.44,2387.5,9383664.0,83614.0,311878.0,1126.0,3075.25,,,
2020-08-04,3176.79,3235.15,2362.5,9506545.0,122881.0,314381.0,2503.0,3074.98,,,
2020-08-05,3180.36,3229.59,2375.0,9614584.0,108039.0,317206.0,2825.0,3079.66,,,
2020-08-06,3177.98,3229.59,2400.0,9734546.0,119962.0,319565.0,2359.0,3080.7,,,
2020-08-07,3175.0,3224.96,2400.0,9855080.0,120534.0,322140.0,2575.0,3078.1,,,
2020-08-08,3175.0,3224.96,2400.0,9982164.0,127084.0,324309.0,2169.0,3078.1,,,
2020-08-09,3175.0,3224.96,2400.0,10090044.0,107880.0,325450.0,1141.0,3078.1,,,
2020-08-10,3163.1,3206.44,2400.0,10192962.0,102918.0,326500.0,1050.0,3067.7,,,
2020-08-11,3158.94,3199.96,2400.0,10306322.0,113360.0,328642.0,2142.0,3064.06,,,
2020-08-12,3157.75,3201.81,2400.0,10416164.0,109842.0,331654.0,3012.0,3063.02,,,
2020-08-13,3154.1800000000003,3196.2599999999998,2412.5,10518905.0,102741.0,333715.0,2061.0,3061.46,,,
2020-08-14,3150.01,3195.32,2412.5,10658585.0,139680.0,336314.0,2599.0,3057.8,,,
2020-08-15,3150.01,3195.32,2412.5,10762851.0,104266.0,338374.0,2060.0,3057.8,,,
2020-08-16,3147.63,3191.62,2412.5,10831876.0,69025.0,339598.0,1224.0,3055.72,,,
2020-08-17,3122.92,3146.25,2437.5,10907315.0,75439.0,340552.0,954.0,3037.24,,,
2020-08-18,3124.4,3143.0099999999998,2437.5,10996548.0,89233.0,342999.0,2447.0,3038.54,,,
2020-08-19,3124.4,3139.31,2437.5,11088265.0,91717.0,344359.0,1360.0,3038.54,,,
2020-08-20,3123.51,3134.23,2437.5,11178279.0,90014.0,346550.0,2191.0,3037.7599999999998,,,
2020-08-21,3122.62,3130.99,2437.5,11273539.0,95260.0,348732.0,2182.0,3036.98,,,
2020-08-22,3126.19,3130.99,2437.5,11363817.0,90278.0,350637.0,1905.0,3040.11,,,
2020-08-23,3120.84,3122.66,2437.5,11427351.0,63534.0,351641.0,1004.0,3035.42,,,
2020-08-24,3094.03,3081.02,2462.5,11495015.0,67664.0,352507.0,866.0,3015.09,,,
2020-08-25,3092.84,3079.17,2487.5,11579990.0,84975.0,354941.0,2434.0,3017.16,,,
2020-08-26,3080.94,3069.9,2487.5,11664182.0,84192.0,357248.0,2307.0,3006.73,,,
2020-08-27,3080.94,3069.9,2487.5,11764461.0,100279.0,359457.0,2209.0,3006.73,,,
2020-08-28,3083.61,3074.07,2487.5,11856758.0,92297.0,361295.0,1838.0,3009.07,,,
2020-08-29,3083.61,3074.07,2462.5,11942499.0,85741.0,363213.0,1918.0,3005.94,,,
2020-08-30,3083.61,3070.37,2462.5,12010573.0,68074.0,364089.0,876.0,3005.95,,,
2020-08-31,3070.52,3053.7,2462.5,12077339.0,66766.0,365051.0,962.0,2994.4900000000002,,,
2020-09-01,3062.19,3044.44,2662.5,12161110.0,83771.0,367180.0,2129.0,3012.21,,,
2020-09-02,3058.02,3037.96,2662.5,12240919.0,79809.0,369282.0,2102.0,3008.57,,,
2020-09-03,3058.02,3037.96,2662.5,12331150.0,90231.0,371320.0,2038.0,3008.57,,,
2020-09-04,3044.61,3020.83,2637.5,12428413.0,97263.0,373216.0,1896.0,2993.73,,,
2020-09-05,3043.42,3018.98,2637.5,12514612.0,86199.0,374792.0,1576.0,2992.69,,,
2020-09-06,3043.42,3018.98,2637.5,12572695.0,58083.0,375648.0,856.0,2992.69,,,
2020-09-07,3043.42,3018.98,2637.5,12621669.0,48974.0,376294.0,646.0,2992.69,,,
2020-09-08,3029.73,2993.98,2637.5,12675727.0,54058.0,377230.0,936.0,2980.71,,,
2020-09-09,3030.33,2991.2,2650.0,12743357.0,67630.0,379415.0,2185.0,2982.8,,,
2020-09-10,3030.33,2991.2,2625.0,12822048.0,78691.0,381219.0,1804.0,2979.68,,,
2020-09-11,3019.63,2974.53,2425.0,12911608.0,89560.0,383491.0,2272.0,2945.28,,,
2020-09-12,3022.0,2978.23,2412.5,13002483.0,90875.0,384952.0,1461.0,2945.81,,,
2020-09-13,3022.0,2978.23,2412.5,13082878.0,80395.0,385736.0,784.0,2945.81,,,
2020-09-14,3020.21,2969.91,2437.5,13148471.0,65593.0,386574.0,838.0,2947.37,,,
2020-09-15,3010.9900000000002,2964.82,2437.5,13223061.0,74590.0,388945.0,2371.0,2939.29,,,
2020-09-16,3009.2,2962.03,2437.5,13299662.0,76601.0,390793.0,1848.0,2937.72,,,
2020-09-17,3005.33,2958.33,2425.0,13390134.0,90472.0,392471.0,1678.0,2932.78,,,
2020-09-18,2997.0,2958.33,2387.5,13490034.0,99900.0,394376.0,1905.0,2920.8,,,
2020-09-19,2997.0,2958.33,2387.5,13580537.0,90503.0,395697.0,1321.0,2920.8,,,
2020-09-20,2997.0,2958.33,2387.5,13663431.0,82894.0,396224.0,527.0,2920.8,,,
2020-09-21,2983.01,2938.42,2387.5,13727721.0,64290.0,397042.0,818.0,2908.57,,,
2020-09-22,2988.96,2938.42,2400.0,13804158.0,76437.0,399076.0,2034.0,2915.35,,,
2020-09-23,2991.34,2938.42,2400.0,13886513.0,82355.0,401176.0,2100.0,2917.42,,,
2020-09-24,2991.34,2938.42,2400.0,13983700.0,97187.0,402945.0,1769.0,2917.42,,,
2020-09-25,2974.67,2916.2,2400.0,14077024.0,93324.0,404766.0,1821.0,2902.84,,,
2020-09-26,2974.67,2916.2,2400.0,14163496.0,86472.0,406280.0,1514.0,2902.84,,,
2020-09-27,2974.67,2916.2,2400.0,14230352.0,66856.0,406886.0,606.0,2902.84,,,
2020-09-28,2973.48,2914.35,2400.0,14305793.0,75441.0,407557.0,671.0,2901.8,,,
2020-09-29,2975.86,2916.2,2400.0,14389868.0,84075.0,409338.0,1781.0,2903.89,,,
2020-09-30,2963.36,2903.7,2400.0,14467406.0,77538.0,411137.0,1799.0,2892.95,,,
2020-10-01,2967.22,2898.14,2375.0,14559926.0,92520.0,412925.0,1788.0,2893.22,,,
2020-10-02,2956.51,2887.4900000000002,2387.5,14666585.0,106659.0,414590.0,1665.0,2885.4,,,
2020-10-03,2958.89,2887.4900000000002,2387.5,14764853.0,98268.0,415925.0,1335.0,2887.48,,,
2020-10-04,2958.89,2887.4900000000002,2387.5,14831305.0,66452.0,416658.0,733.0,2887.48,,,
2020-10-05,2954.72,2881.01,2387.5,14906867.0,75562.0,417595.0,937.0,2883.84,,,
