date,containment_and_health,stringency,economics_sup,total_cases,new_cases,total_deaths,new_deaths,gov_response,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred
2020-01-01,0.0,0.0,0.0,0.0,,0.0,,0.0,,,
2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-01-22,328.45,27.799999999999997,0.0,2.0,2.0,1.0,1.0,287.55,,,
2020-01-23,332.02,33.36,0.0,2.0,0.0,1.0,0.0,290.67,,,
2020-01-24,344.52,52.81999999999999,0.0,4.0,2.0,1.0,0.0,301.59,,,
2020-01-25,344.52,52.81999999999999,0.0,4.0,0.0,1.0,0.0,301.59,,,
2020-01-26,350.47,62.08,0.0,10.0,6.0,1.0,0.0,306.79,,,
2020-01-27,361.18,78.75999999999999,1275.0,10.0,0.0,1.0,0.0,475.44,,,
2020-01-28,371.9,95.42999999999999,0.0,10.0,0.0,1.0,0.0,325.52,,,
2020-01-29,384.4,114.88,0.0,12.0,2.0,1.0,0.0,336.45,,,
2020-01-30,387.97,120.44,0.0,12.0,0.0,1.0,0.0,339.57,,,
2020-01-31,398.69,137.1,0.0,16.0,4.0,1.0,0.0,348.95,,,
2020-02-01,398.69,137.1,0.0,16.0,0.0,1.0,0.0,348.95,,,
2020-02-02,409.4,153.76999999999998,0.0,16.0,0.0,1.0,0.0,358.33,,,
2020-02-03,412.96999999999997,159.32999999999998,0.0,22.0,6.0,1.0,0.0,361.45,,,
2020-02-04,412.96999999999997,159.32999999999998,0.0,22.0,0.0,1.0,0.0,361.45,,,
2020-02-05,416.54,164.89,0.0,22.0,0.0,1.0,0.0,364.57,,,
2020-02-06,418.92,164.89,0.0,24.0,2.0,1.0,0.0,366.65,,,
2020-02-07,424.29,173.20999999999998,0.0,24.0,0.0,1.0,0.0,371.35,,,
2020-02-08,424.29,173.20999999999998,0.0,24.0,0.0,1.0,0.0,371.35,,,
2020-02-09,426.07,175.98999999999998,0.0,24.0,0.0,1.0,0.0,372.91,,,
2020-02-10,429.64,181.54999999999998,0.0,24.0,0.0,1.0,0.0,376.03,,,
